Student ID,Placement 1,Placement 2,Year
S362,MA4000 Precalculus,,Senior
S363,MA4000 Precalculus,,Senior
S364,MA4000 Precalculus,,Senior
S365,"MA4050 (Fall), 1 choice",,Senior
S366,MAxxxx Advanced Maths,,Senior
S367,MAxxxx Advanced Maths,,Senior
S368,MA4042 Calculus I,,Senior
S368,MA4042 Calculus I,,Senior
S369,MAxxxx Advanced Maths,,Senior
S370,MA4000 Precalculus,,Senior
S371,MA4000 Precalculus,,Senior
S372,MAxxxx Advanced Maths,,Senior
S373,MA4042 Calculus I,,Senior
S374,MA4046 Calculus II,,Senior
S375,MA4042 Calculus I,,Senior
S376,MA4000 Precalculus,,Senior
S377,MA4042 Calculus I,,Senior
S378,MA4000 Precalculus,,Senior
S379,MAxxxx Advanced Maths,,Senior
S380,"MA4050 (Fall), 1 choice",,Senior
S381,MA4046 Calculus II,,Senior
S382,MA4042 Calculus I,,Senior
S383,MA4042 Calculus I,,Senior
S384,MA4042 Calculus I,,Senior
S385,MAxxxx Advanced Maths,,Senior
S386,MA4042 Calculus I,,Senior
S387,MA4000 Precalculus,,Senior
S388,MA4042 Calculus I,,Senior
S389,MA4042 Calculus I,,Senior
S390,MA4000 Precalculus,,Senior
S391,MA4000 Precalculus,,Senior
S392,MA4042 Calculus I,,Senior
S393,MA4000 Precalculus,,Senior
S394,MA4000 Precalculus,,Senior
S395,MA4000 Precalculus,,Senior
S396,MAxxxx Advanced Maths,,Senior
S397,MA4042 Calculus I,,Senior
S398,MAxxxx Advanced Maths,,Senior
S399,MA4042 Calculus I,,Senior
S400,MA4000 Precalculus,,Senior
S401,MAxxxx Advanced Maths,,Senior
S402,MA4046 Calculus II,,Senior
S403,MA4000 Precalculus,,Senior
S404,MA4042 Calculus I,,Senior
S405,MA4000 Precalculus,,Senior
S406,MAxxxx Advanced Maths,,Senior
S407,MA4042 Calculus I,,Senior
S408,MA4042 Calculus I,,Senior
S409,MAxxxx Advanced Maths,,Senior
S411,MAxxxx Advanced Maths,,Senior
S411,MAxxxx Advanced Maths,,Senior
S412,MA4000 Precalculus,,Senior
S413,MAxxxx Advanced Maths,,Senior
S414,MA4042 Calculus I,,Senior
S415,MA4042 Calculus I,,Senior
S416,MA4042 Calculus I,,Senior
S417,MA4042 Calculus I,,Senior
S418,MA4000 Precalculus,,Senior
S419,MA4042 Calculus I,,Senior
S420,MA4042 Calculus I,,Senior
S421,MA4046 Calculus II,,Senior
S422,MA4000 Precalculus,,Senior
S423,MA4042 Calculus I,,Senior
S424,MA4042 Calculus I,,Senior
S425,MA4000 Precalculus,,Senior
S426,MAxxxx Advanced Maths,,Senior
S427,MA4000 Precalculus,,Senior
S427,MA4000 Precalculus,,Senior
S427,MA4000 Precalculus,,Senior
S428,MA4000 Precalculus,,Senior
S429,MA4000 Precalculus,,Senior
S430,MA4042 Calculus I,,Senior
S431,MA4042 Calculus I,,Senior
S432,MA4000 Precalculus,,Senior
S433,MA4000 Precalculus,,Senior
S434,MA4000 Precalculus,,Senior
S434,MA4000 Precalculus,,Senior
S434,MA4000 Precalculus,,Senior
S435,MA4042 Calculus I,,Senior
S436,MA4042 Calculus I,,Senior
S437,MAxxxx Advanced Maths,,Senior
S438,MA4042 Calculus I,,Senior
S439,MA4042 Calculus I,,Senior
S439,MA4042 Calculus I,,Senior
S440,MA4042 Calculus I,,Senior
S441,MAxxxx Advanced Maths,,Senior
S442,MAxxxx Advanced Maths,,Senior
S443,MA4000 Precalculus,,Senior
S444,MAxxxx Advanced Maths,,Senior
S445,MA4000 Precalculus,,Senior
S446,MA4000 Precalculus,,Senior
S447,MA4042 Calculus I,,Senior
S448,MA4042 Calculus I,,Senior
S449,MA4042 Calculus I,,Senior
S450,MAxxxx Advanced Maths,,Senior
S451,MAxxxx Advanced Maths,,Senior
S452,MA4042 Calculus I,,Senior
S453,MA4000 Precalculus,,Senior
S454,MA4042 Calculus I,,Senior
S455,MA4000 Precalculus,,Senior
S456,MA4042 Calculus I,,Senior
S457,MA4000 Precalculus,,Senior
S458,MA4000 Precalculus,,Senior
S459,MA4042 Calculus I,,Senior
S460,MA4042 Calculus I,,Senior
S461,MA4000 Precalculus,,Senior
S462,MA4042 Calculus I,,Senior
S463,MA4042 Calculus I,,Senior
S464,MA4046 Calculus II,,Senior
S465,MA4046 Calculus II,,Senior
S466,MA4042 Calculus I,,Senior
S467,MA4000 Precalculus,,Senior
S468,MA4000 Precalculus,,Senior
S469,MA4000 Precalculus,,Senior
S470,MA4000 Precalculus,,Senior
S471,MA4042 Calculus I,,Senior
S472,MA4000 Precalculus,,Senior
S473,MA4000 Precalculus,,Senior
S474,MA4042 Calculus I,,Senior
S475,MA4000 Precalculus,,Senior
S476,MA4042 Calculus I,,Senior
S477,MA4042 Calculus I,,Senior
S478,MA4042 Calculus I,,Senior
S479,MA4042 Calculus I,,Senior
S480,MA4000 Precalculus,,Senior
S481,MA4000 Precalculus,,Senior
S482,MA4000 Precalculus,,Senior
S483,MAxxxx Advanced Maths,,Senior
S484,MA4042 Calculus I,,Senior
S486,MA4042 Calculus I,,Senior
S488,MA4042 Calculus I,,Senior
S489,MAxxxx Advanced Maths,,Senior
S490,MA4000 Precalculus,,Senior
S491,MA4000 Precalculus,,Senior
S492,MA4042 Calculus I,,Senior
S493,MA4042 Calculus I,,Senior
S494,MAxxxx Advanced Maths,,Senior
S495,MAxxxx Advanced Maths,,Senior
S496,MAxxxx Advanced Maths,,Senior
S497,MA4000 Precalculus,,Senior
S498,MA4042 Calculus I,,Senior
S499,MA4042 Calculus I,,Senior
S500,MA4000 Precalculus,,Senior
S501,MA4042 Calculus I,,Senior
S502,MA4000 Precalculus,,Senior
S503,MA4042 Calculus I,,Senior
S504,MA4042 Calculus I,,Senior
S505,MA4000 Precalculus,,Senior
S506,MA4042 Calculus I,,Senior
S507,MA4042 Calculus I,,Senior
S508,MA4042 Calculus I,,Senior
S509,MA4042 Calculus I,,Senior
S510,MA4042 Calculus I,,Senior
S511,MA4042 Calculus I,,Senior
S512,MA4042 Calculus I,,Senior
S513,MAxxxx Advanced Maths,,Senior
S514,MAxxxx Advanced Maths,,Senior
S515,MA4042 Calculus I,,Senior
S516,MA4046 Calculus II,,Senior
S517,MA4000 Precalculus,,Senior
S518,MAxxxx Advanced Maths,,Senior
S519,MA4000 Precalculus,,Senior
S520,MA4042 Calculus I,,Senior
S521,MAxxxx Advanced Maths,,Senior
S522,MA4042 Calculus I,,Senior
S523,MA4000 Precalculus,,Senior
S524,MA4042 Calculus I,,Senior
S525,MAxxxx Advanced Maths,,Senior
S526,MA4042 Calculus I,,Senior
S527,MA4046 Calculus II,,Senior
S528,MA4042 Calculus I,,Senior
S529,MA4000 Precalculus,,Senior
S531,MA4046 Calculus II,,Senior
S532,MAxxxx Advanced Maths,,Senior
S533,MA4042 Calculus I,,Senior
S535,MA4000 Precalculus,,Senior
S535,MA4000 Precalculus,,Senior
S536,MA4042 Calculus I,,Senior
S537,MA4000 Precalculus,,Senior
S538,MAxxxx Advanced Maths,,Senior
S539,MA4042 Calculus I,,Senior
S540,MA4042 Calculus I,,Senior
S541,MA4046 Calculus II,,Senior
S542,MAxxxx Advanced Maths,,Senior
S543,MA4042 Calculus I,,Senior
S544,MA4000 Precalculus,,Senior
S545,MA4046 Calculus II,,Senior
S546,MA4046 Calculus II,,Senior
S547,MA4042 Calculus I,,Senior
S548,MA4000 Precalculus,,Senior
S549,MAxxxx Advanced Maths,,Senior
S550,MA4042 Calculus I,,Senior
S551,MA4042 Calculus I,,Senior
S552,MA4046 Calculus II,,Senior
S553,MA4042 Calculus I,,Senior
S554,MA4042 Calculus I,,Senior
S555,MA4042 Calculus I,,Senior
S556,MA4000 Precalculus,,Senior
S557,MA4042 Calculus I,,Senior
S558,MA4000 Precalculus,,Senior
S559,MA4000 Precalculus,,Senior
S560,MA4000 Precalculus,,Senior
S561,MA4042 Calculus I,,Senior
S562,MAxxxx Advanced Maths,,Senior
S563,MAxxxx Advanced Maths,,Senior
S564,MA4000 Precalculus,,Senior
S565,MA4000 Precalculus,,Senior
S566,MA4042 Calculus I,,Senior
S567,MA4000 Precalculus,,Senior
S568,MAxxxx Advanced Maths,,Senior
S569,MAxxxx Advanced Maths,,Senior
S570,MA4042 Calculus I,,Senior
S571,MA4042 Calculus I,,Senior
S572,MA4000 Precalculus,,Senior
S573,MA4000 Precalculus,,Senior
S574,MA4042 Calculus I,,Senior
S575,MA4042 Calculus I,,Senior
S576,MA4000 Precalculus,,Senior
S577,MA4000 Precalculus,,Senior
S578,MA4000 Precalculus,,Senior
S579,MA4000 Precalculus,,Senior
S580,MA4000 Precalculus,,Senior
S581,MA4000 Precalculus,,Senior
S582,MA4042 Calculus I,,Senior
S583,MA4042 Calculus I,,Senior
S584,MA4042 Calculus I,,Senior
S585,MAxxxx Advanced Maths,,Senior
S586,MA4000 Precalculus,,Senior
S587,MA4000 Precalculus,,Senior
S588,MA4000 Precalculus,,Senior
S589,MAxxxx Advanced Maths,,Senior
S589,MAxxxx Advanced Maths,,Senior
S590,MA4042 Calculus I,,Senior
S591,MA4042 Calculus I,,Senior
S592,MA4042 Calculus I,,Senior
S592,MA4042 Calculus I,,Senior
S593,MA4000 Precalculus,,Senior
S594,MA4042 Calculus I,,Senior
S595,MA4042 Calculus I,,Senior
S596,MA4042 Calculus I,,Senior
S597,MA4000 Precalculus,,Senior
S598,MAxxxx Advanced Maths,,Senior
S599,MA4046 Calculus II,,Senior
S600,MA4042 Calculus I,,Senior
S601,MA4042 Calculus I,,Senior
S602,MA4000 Precalculus,,Senior
S603,MA4000 Precalculus,,Senior
S604,MA4046 Calculus II,,Senior
S605,MA4042 Calculus I,,Senior
S606,MA4046 Calculus II,,Senior
S607,MAxxxx Advanced Maths,,Senior
S607,MAxxxx Advanced Maths,,Senior
S608,MA4042 Calculus I,,Senior
S609,MAxxxx Advanced Maths,,Senior
S610,MAxxxx Advanced Maths,,Senior
S611,MA4000 Precalculus,,Senior
S612,MAxxxx Advanced Maths,,Senior
S613,MA4042 Calculus I,,Senior
S613,MA4042 Calculus I,,Senior
S614,MAxxxx Advanced Maths,,Senior
S615,MA4000 Precalculus,,Senior
S616,MA4000 Precalculus,,Senior
S617,MA4046 Calculus II,,Senior
S618,MAxxxx Advanced Maths,,Senior
S619,"MA4050 (Fall), 1 choice",,Senior
S620,MA4000 Precalculus,,Senior
S620,MA4000 Precalculus,,Senior
S621,MA4000 Precalculus,,Senior
S622,MA4000 Precalculus,,Senior
S623,MA4042 Calculus I,,Senior
S624,MA4042 Calculus I,,Senior
S625,MA4000 Precalculus,,Senior
S626,MA4042 Calculus I,,Senior
S627,MA4042 Calculus I,,Senior
S628,MA4042 Calculus I,,Senior
S629,MA4000 Precalculus,,Senior
S630,MA4046 Calculus II,,Senior
S631,MA4042 Calculus I,,Senior
S632,MA4042 Calculus I,,Senior
S633,MA4042 Calculus I,,Senior
S634,MAxxxx Advanced Maths,,Senior
S635,"MA4050 (Fall), 1 choice",,Senior
S636,MA4042 Calculus I,,Senior
S637,MA4046 Calculus II,,Senior
S638,MAxxxx Advanced Maths,,Senior
S639,MA4046 Calculus II,,Senior
S640,MA4042 Calculus I,,Senior
S641,MAxxxx Advanced Maths,,Senior
S642,MA4042 Calculus I,,Senior
S643,MA4042 Calculus I,,Senior
S644,MA4046 Calculus II,,Senior
S645,MA4042 Calculus I,,Senior
S646,MA4000 Precalculus,,Senior
S647,MAxxxx Advanced Maths,,Senior
S648,MA4000 Precalculus,,Senior
S649,MA4000 Precalculus,,Senior
S650,MA4042 Calculus I,,Senior
S651,MA4000 Precalculus,,Senior
S652,MA4046 Calculus II,,Senior
S653,MA4000 Precalculus,,Senior
S653,MA4000 Precalculus,,Senior
S654,MA4042 Calculus I,,Senior
S655,MA4042 Calculus I,,Senior
S656,MA4042 Calculus I,,Senior
S657,MA4042 Calculus I,,Senior
S658,MAxxxx Advanced Maths,,Senior
S659,MA4000 Precalculus,,Senior
S660,MA4042 Calculus I,,Senior
S661,MA4046 Calculus II,,Senior
S662,MA4042 Calculus I,,Senior
S663,MAxxxx Advanced Maths,,Senior
S664,MA4042 Calculus I,,Senior
S665,MAxxxx Advanced Maths,,Senior
S666,MAxxxx Advanced Maths,,Senior
S667,MAxxxx Advanced Maths,,Senior
S668,MA4000 Precalculus,,Senior
S669,MA4042 Calculus I,,Senior
S670,MA4042 Calculus I,,Senior
S671,MA4046 Calculus II,,Senior
S672,MA4000 Precalculus,,Senior
S673,MA4000 Precalculus,,Senior
S012,CS4270: FOOD,,
S014,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S019,CS4270: FOOD,,
S027,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S037,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S038,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S041,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S044,CS4270: FOOD,,
S046,CS4270: FOOD,,
S047,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S068,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S070,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S080,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S094,CS4270: FOOD,,
S099,CS4270: FOOD,,
S101,CS4270: FOOD,,
S108,CS4270: FOOD,,
S111,CS4270: FOOD,,
S113,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S114,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S118,CS4270: FOOD,,
S133,CS4270: FOOD,,
S134,CS4270: FOOD,,
S137,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S141,CS4270: FOOD,,
S145,CS4270: FOOD,,
S158,CS4270: FOOD,,
S159,CS4270: FOOD,,
S160,CS4270: FOOD,,
S164,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S172,CS4270: FOOD,,
S178,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S191,CS4270: FOOD,,
S192,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S208,CS4270: FOOD,,
S210,CS4270: FOOD,,
S212,CS4270: FOOD,,
S221,CS4270: FOOD,,
S223,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S225,CS4270: FOOD,,
S235,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S236,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S245,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S251,CS4270: FOOD,,
S272,CS4270: FOOD,,
S274,CS4270: FOOD,,
S278,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S296,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S314,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S321,CS4270: FOOD,,
S322,CS4270: FOOD,,
S326,CS4270: FOOD,,
S331,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S332,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S338,CS4270: FOOD,,
S339,CS4270: FOOD,,
S367,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S398,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S415,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S442,CS4270: FOOD,,
S444,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S451,CS4270: FOOD,,
S462,CS4270: FOOD,,
S488,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S492,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S495,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S508,CS4270: FOOD,,
S513,CS4270: FOOD,,
S518,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S521,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S525,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S538,CS4270: FOOD,,
S546,CS4270: FOOD,,
S549,CS4270: FOOD,,
S566,CS4270: FOOD,,
S569,CS4270: FOOD,,
S611,CS4270: FOOD,,
S632,CS4270: FOOD,,
S637,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S641,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",
S652,CS4270: FOOD,,
S656,CS4270: FOOD,,
S663,CS4270: FOOD,"CS4320: Machine Learning, CS4350 Data Structures & Algorithms",